,game_location,game_season,game_year,discipline_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code,year,population,gdp
1861,Brazil,Summer,2016,Canoe Sprint,Women,BRONZE,GameTeam,Poland,POL,2016.0,37970087.0,472630364208.177
1862,Brazil,Summer,2016,Canoe Sprint,Women,BRONZE,GameTeam,Poland,POL,2016.0,37970087.0,472630364208.177
1863,Brazil,Summer,2016,Canoe Sprint,Women,GOLD,Athlete,Hungary,HUN,2016.0,9814023.0,128636108315.474
1865,Brazil,Summer,2016,Canoe Sprint,Women,BRONZE,Athlete,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1868,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Serbia,SRB,2016.0,7058322.0,40692643373.0327
1869,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Serbia,SRB,2016.0,7058322.0,40692643373.0327
1870,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
1871,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
1872,Brazil,Summer,2016,Canoe Sprint,Women,GOLD,GameTeam,Hungary,HUN,2016.0,9814023.0,128636108315.474
1874,Brazil,Summer,2016,Canoe Sprint,Women,BRONZE,GameTeam,Belarus,BLR,2016.0,9469379.0,47722657820.6675
1875,Brazil,Summer,2016,Canoe Sprint,Men,GOLD,Athlete,Ukraine,UKR,2016.0,45004673.0,93355993628.5042
1876,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
1877,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1878,Brazil,Summer,2016,Canoe Sprint,Men,GOLD,GameTeam,Spain,ESP,2016.0,46484062.0,1232076017361.53
1879,Brazil,Summer,2016,Canoe Sprint,Men,GOLD,GameTeam,Spain,ESP,2016.0,46484062.0,1232076017361.53
1880,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1881,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1882,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Lithuania,LTU,2016.0,2868231.0,43018087237.5741
1883,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Lithuania,LTU,2016.0,2868231.0,43018087237.5741
1884,Brazil,Summer,2016,Canoe Sprint,Women,GOLD,Athlete,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1885,Brazil,Summer,2016,Canoe Sprint,Women,SILVER,Athlete,Poland,POL,2016.0,37970087.0,472630364208.177
1886,Brazil,Summer,2016,Canoe Sprint,Women,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
1887,Brazil,Summer,2016,Canoe Sprint,Men,GOLD,Athlete,Spain,ESP,2016.0,46484062.0,1232076017361.53
1888,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,Athlete,Czech Republic,CZE,2016.0,10566332.0,196272068576.338
1889,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
1892,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1893,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1894,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Ukraine,UKR,2016.0,45004673.0,93355993628.5042
1895,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Ukraine,UKR,2016.0,45004673.0,93355993628.5042
1897,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,GameTeam,Slovakia,SVK,2016.0,5430798.0,89614053143.7939
1898,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,GameTeam,Czech Republic,CZE,2016.0,10566332.0,196272068576.338
1900,Brazil,Summer,2016,Canoe Sprint,Men,SILVER,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1901,Brazil,Summer,2016,Canoe Sprint,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
1902,Brazil,Summer,2016,Water Polo,Men,GOLD,GameTeam,Serbia,SRB,2016.0,7058322.0,40692643373.0327
1904,Brazil,Summer,2016,Water Polo,Men,BRONZE,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
1905,Brazil,Summer,2016,Water Polo,Women,GOLD,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
1906,Brazil,Summer,2016,Water Polo,Women,SILVER,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
1907,Brazil,Summer,2016,Water Polo,Women,BRONZE,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
1908,Brazil,Summer,2016,Rowing,Men,GOLD,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
1909,Brazil,Summer,2016,Rowing,Men,GOLD,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
1910,Brazil,Summer,2016,Rowing,Men,SILVER,GameTeam,Ireland,IRL,2016.0,4755335.0,298725229419.215
1911,Brazil,Summer,2016,Rowing,Men,SILVER,GameTeam,Ireland,IRL,2016.0,4755335.0,298725229419.215
1912,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Norway,NOR,2016.0,5234519.0,368827142857.143
1913,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Norway,NOR,2016.0,5234519.0,368827142857.143
1914,Brazil,Summer,2016,Rowing,Men,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1915,Brazil,Summer,2016,Rowing,Men,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
1916,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
1919,Brazil,Summer,2016,Rowing,Men,SILVER,GameTeam,Lithuania,LTU,2016.0,2868231.0,43018087237.5741
1920,Brazil,Summer,2016,Rowing,Men,SILVER,GameTeam,Lithuania,LTU,2016.0,2868231.0,43018087237.5741
1921,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Norway,NOR,2016.0,5234519.0,368827142857.143
1922,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Norway,NOR,2016.0,5234519.0,368827142857.143
1923,Brazil,Summer,2016,Rowing,Men,GOLD,Athlete,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1925,Brazil,Summer,2016,Rowing,Men,BRONZE,Athlete,Czech Republic,CZE,2016.0,10566332.0,196272068576.338
1926,Brazil,Summer,2016,Rowing,Women,GOLD,GameTeam,Poland,POL,2016.0,37970087.0,472630364208.177
1927,Brazil,Summer,2016,Rowing,Women,GOLD,GameTeam,Poland,POL,2016.0,37970087.0,472630364208.177
1928,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1929,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1930,Brazil,Summer,2016,Rowing,Women,BRONZE,GameTeam,Lithuania,LTU,2016.0,2868231.0,43018087237.5741
1931,Brazil,Summer,2016,Rowing,Women,BRONZE,GameTeam,Lithuania,LTU,2016.0,2868231.0,43018087237.5741
1934,Brazil,Summer,2016,Rowing,Women,BRONZE,GameTeam,Poland,POL,2016.0,37970087.0,472630364208.177
1937,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
1938,Brazil,Summer,2016,Rowing,Men,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1941,Brazil,Summer,2016,Rowing,Women,GOLD,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
1942,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1943,Brazil,Summer,2016,Rowing,Women,BRONZE,GameTeam,Romania,ROU,2016.0,19702267.0,188128818486.401
1944,Brazil,Summer,2016,Rowing,Women,GOLD,Athlete,Australia,AUS,2016.0,24190907.0,1206685107002.47
1945,Brazil,Summer,2016,Rowing,Women,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
1946,Brazil,Summer,2016,Rowing,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
1949,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,Canada,CAN,2016.0,36109487.0,1527994741907.43
1950,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,Canada,CAN,2016.0,36109487.0,1527994741907.43
1951,Brazil,Summer,2016,Rowing,Women,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
1952,Brazil,Summer,2016,Rowing,Women,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
1953,Brazil,Summer,2016,Rowing,Men,GOLD,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1954,Brazil,Summer,2016,Rowing,Men,GOLD,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1957,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
1958,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
1959,Brazil,Summer,2016,Rowing,Women,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1960,Brazil,Summer,2016,Rowing,Women,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1961,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1962,Brazil,Summer,2016,Rowing,Women,SILVER,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
1966,Brazil,Summer,2016,Rowing,Men,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
1967,Brazil,Summer,2016,Rowing,Men,BRONZE,GameTeam,Estonia,EST,2016.0,1315790.0,24056487770.898
1968,Brazil,Summer,2016,Cycling Mountain Bike,Women,GOLD,Athlete,Sweden,SWE,2016.0,9923085.0,515654671469.547
1969,Brazil,Summer,2016,Cycling Mountain Bike,Women,SILVER,Athlete,Poland,POL,2016.0,37970087.0,472630364208.177
1970,Brazil,Summer,2016,Cycling Mountain Bike,Women,BRONZE,Athlete,Canada,CAN,2016.0,36109487.0,1527994741907.43
1972,Brazil,Summer,2016,Cycling Mountain Bike,Men,SILVER,Athlete,Czech Republic,CZE,2016.0,10566332.0,196272068576.338
1973,Brazil,Summer,2016,Cycling Mountain Bike,Men,BRONZE,Athlete,Spain,ESP,2016.0,46484062.0,1232076017361.53
1974,Brazil,Summer,2016,Archery,Women,GOLD,GameTeam,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
1975,Brazil,Summer,2016,Archery,Women,SILVER,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
1977,Brazil,Summer,2016,Archery,Men,GOLD,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
1978,Brazil,Summer,2016,Archery,Men,SILVER,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
1979,Brazil,Summer,2016,Archery,Men,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
1980,Brazil,Summer,2016,Archery,Women,GOLD,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
1982,Brazil,Summer,2016,Archery,Women,BRONZE,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
1983,Brazil,Summer,2016,Archery,Men,GOLD,GameTeam,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
1984,Brazil,Summer,2016,Archery,Men,SILVER,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
1985,Brazil,Summer,2016,Archery,Men,BRONZE,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
1987,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
1988,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1989,Brazil,Summer,2016,Gymnastics Artistic,Men,GOLD,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
1990,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1991,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1993,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
1994,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
1995,Brazil,Summer,2016,Gymnastics Artistic,Women,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
1996,Brazil,Summer,2016,Gymnastics Artistic,Women,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
1998,Brazil,Summer,2016,Gymnastics Artistic,Men,GOLD,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
1999,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2000,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2001,Brazil,Summer,2016,Gymnastics Artistic,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2002,Brazil,Summer,2016,Gymnastics Artistic,Women,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2003,Brazil,Summer,2016,Gymnastics Artistic,Women,BRONZE,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2004,Brazil,Summer,2016,Gymnastics Artistic,Men,GOLD,Athlete,Ukraine,UKR,2016.0,45004673.0,93355993628.5042
2005,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2006,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2008,Brazil,Summer,2016,Gymnastics Artistic,Women,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2009,Brazil,Summer,2016,Gymnastics Artistic,Women,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2010,Brazil,Summer,2016,Gymnastics Artistic,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2011,Brazil,Summer,2016,Gymnastics Artistic,Women,SILVER,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2013,Brazil,Summer,2016,Gymnastics Artistic,Men,GOLD,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2014,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2015,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2017,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2018,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2019,Brazil,Summer,2016,Gymnastics Artistic,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2020,Brazil,Summer,2016,Gymnastics Artistic,Women,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2021,Brazil,Summer,2016,Gymnastics Artistic,Women,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2022,Brazil,Summer,2016,Gymnastics Artistic,Men,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2023,Brazil,Summer,2016,Gymnastics Artistic,Men,SILVER,Athlete,Ukraine,UKR,2016.0,45004673.0,93355993628.5042
2024,Brazil,Summer,2016,Gymnastics Artistic,Men,BRONZE,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2025,Brazil,Summer,2016,Gymnastics Artistic,Women,GOLD,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2026,Brazil,Summer,2016,Gymnastics Artistic,Women,SILVER,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2027,Brazil,Summer,2016,Gymnastics Artistic,Women,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2030,Brazil,Summer,2016,Marathon Swimming,Men,BRONZE,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2032,Brazil,Summer,2016,Marathon Swimming,Women,SILVER,Athlete,Italy,ITA,2016.0,60627498.0,1875797463583.87
2033,Brazil,Summer,2016,Marathon Swimming,Women,BRONZE,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2034,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2035,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2037,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2038,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2039,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2040,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2041,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2042,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2043,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Colombia,COL,2016.0,48175048.0,282825009887.458
2044,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2045,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2046,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2048,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2049,Brazil,Summer,2016,Boxing,Women,GOLD,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2050,Brazil,Summer,2016,Boxing,Women,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2051,Brazil,Summer,2016,Boxing,Women,BRONZE,Athlete,Finland,FIN,2016.0,5495303.0,240607907010.383
2052,Brazil,Summer,2016,Boxing,Women,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2053,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2054,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2055,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2056,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2057,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2058,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2059,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2060,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Mexico,MEX,2016.0,123333379.0,1078490651625.31
2061,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2062,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2063,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Morocco,MAR,2016.0,35126274.0,103311649248.024
2064,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2065,Brazil,Summer,2016,Boxing,Women,GOLD,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2066,Brazil,Summer,2016,Boxing,Women,SILVER,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2067,Brazil,Summer,2016,Boxing,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2068,Brazil,Summer,2016,Boxing,Women,BRONZE,Athlete,Colombia,COL,2016.0,48175048.0,282825009887.458
2069,Brazil,Summer,2016,Boxing,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2071,Brazil,Summer,2016,Boxing,Women,BRONZE,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2072,Brazil,Summer,2016,Boxing,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2073,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2074,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2075,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2076,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2077,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2078,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2079,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2081,Brazil,Summer,2016,Boxing,Men,GOLD,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2082,Brazil,Summer,2016,Boxing,Men,SILVER,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2083,Brazil,Summer,2016,Boxing,Men,BRONZE,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2085,Brazil,Summer,2016,Canoe Slalom,Men,GOLD,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2087,Brazil,Summer,2016,Canoe Slalom,Men,BRONZE,Athlete,Czech Republic,CZE,2016.0,10566332.0,196272068576.338
2088,Brazil,Summer,2016,Canoe Slalom,Women,GOLD,Athlete,Spain,ESP,2016.0,46484062.0,1232076017361.53
2089,Brazil,Summer,2016,Canoe Slalom,Women,SILVER,Athlete,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2090,Brazil,Summer,2016,Canoe Slalom,Women,BRONZE,Athlete,Australia,AUS,2016.0,24190907.0,1206685107002.47
2091,Brazil,Summer,2016,Canoe Slalom,Men,GOLD,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2092,Brazil,Summer,2016,Canoe Slalom,Men,SILVER,Athlete,Slovakia,SVK,2016.0,5430798.0,89614053143.7939
2093,Brazil,Summer,2016,Canoe Slalom,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2094,Brazil,Summer,2016,Canoe Slalom,Men,GOLD,GameTeam,Slovakia,SVK,2016.0,5430798.0,89614053143.7939
2095,Brazil,Summer,2016,Canoe Slalom,Men,GOLD,GameTeam,Slovakia,SVK,2016.0,5430798.0,89614053143.7939
2096,Brazil,Summer,2016,Canoe Slalom,Men,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2097,Brazil,Summer,2016,Canoe Slalom,Men,SILVER,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2098,Brazil,Summer,2016,Canoe Slalom,Men,BRONZE,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
2099,Brazil,Summer,2016,Canoe Slalom,Men,BRONZE,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
2100,Brazil,Summer,2016,Wrestling,Women,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2101,Brazil,Summer,2016,Wrestling,Women,SILVER,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2102,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2104,Brazil,Summer,2016,Wrestling,Women,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2105,Brazil,Summer,2016,Wrestling,Women,SILVER,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2106,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2107,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Sweden,SWE,2016.0,9923085.0,515654671469.547
2108,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2109,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Turkey,TUR,2016.0,79827868.0,869692960365.551
2110,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2111,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2112,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2113,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2114,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2115,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Norway,NOR,2016.0,5234519.0,368827142857.143
2116,Brazil,Summer,2016,Wrestling,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2117,Brazil,Summer,2016,Wrestling,Women,SILVER,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2118,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2119,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Sweden,SWE,2016.0,9923085.0,515654671469.547
2120,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2121,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Ukraine,UKR,2016.0,45004673.0,93355993628.5042
