,game_location,game_season,game_year,discipline_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code,year,population,gdp
10725,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10727,Republic of Korea,Summer,1988,Diving,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10728,Republic of Korea,Summer,1988,Diving,Men,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10729,Republic of Korea,Summer,1988,Diving,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10730,Republic of Korea,Summer,1988,Diving,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10731,Republic of Korea,Summer,1988,Diving,Men,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10732,Republic of Korea,Summer,1988,Diving,Men,BRONZE,Athlete,Mexico,MEX,1988.0,80788725.0,181611549975.804
10733,Republic of Korea,Summer,1988,Diving,Women,GOLD,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10734,Republic of Korea,Summer,1988,Diving,Women,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10735,Republic of Korea,Summer,1988,Diving,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10736,Republic of Korea,Summer,1988,Diving,Women,GOLD,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10737,Republic of Korea,Summer,1988,Diving,Women,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10738,Republic of Korea,Summer,1988,Diving,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10744,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10747,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10750,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10752,Republic of Korea,Summer,1988,Swimming,Women,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10754,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10762,Republic of Korea,Summer,1988,Swimming,Women,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10763,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10767,Republic of Korea,Summer,1988,Swimming,Men,GOLD,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10768,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10770,Republic of Korea,Summer,1988,Swimming,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10771,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10776,Republic of Korea,Summer,1988,Swimming,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10780,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10781,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10782,Republic of Korea,Summer,1988,Swimming,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10783,Republic of Korea,Summer,1988,Swimming,Men,SILVER,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
10785,Republic of Korea,Summer,1988,Swimming,Men,GOLD,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10789,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10791,Republic of Korea,Summer,1988,Swimming,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10794,Republic of Korea,Summer,1988,Swimming,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10799,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10801,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10802,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,Spain,ESP,1988.0,38766939.0,376160409941.437
10807,Republic of Korea,Summer,1988,Swimming,Women,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10809,Republic of Korea,Summer,1988,Swimming,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10810,Republic of Korea,Summer,1988,Swimming,Women,SILVER,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10812,Republic of Korea,Summer,1988,Swimming,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10814,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10817,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10820,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10821,Republic of Korea,Summer,1988,Swimming,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10822,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10823,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10825,Republic of Korea,Summer,1988,Swimming,Women,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10826,Republic of Korea,Summer,1988,Swimming,Women,BRONZE,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
10827,Republic of Korea,Summer,1988,Swimming,Men,GOLD,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10828,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10829,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10830,Republic of Korea,Summer,1988,Swimming,Men,GOLD,Athlete,Suriname,SUR,1988.0,388877.0,1161000000.0
10831,Republic of Korea,Summer,1988,Swimming,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10832,Republic of Korea,Summer,1988,Swimming,Men,BRONZE,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10833,Republic of Korea,Summer,1988,Sailing,Men,GOLD,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10834,Republic of Korea,Summer,1988,Sailing,Men,GOLD,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10837,Republic of Korea,Summer,1988,Sailing,Men,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10838,Republic of Korea,Summer,1988,Sailing,Men,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10839,Republic of Korea,Summer,1988,Sailing,Open,GOLD,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10840,Republic of Korea,Summer,1988,Sailing,Open,GOLD,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10841,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10842,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10843,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,GameTeam,Brazil,BRA,1988.0,143627505.0,308333568571.493
10844,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,GameTeam,Brazil,BRA,1988.0,143627505.0,308333568571.493
10845,Republic of Korea,Summer,1988,Sailing,Open,GOLD,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10846,Republic of Korea,Summer,1988,Sailing,Open,GOLD,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10847,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10848,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10849,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,GameTeam,Brazil,BRA,1988.0,143627505.0,308333568571.493
10850,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,GameTeam,Brazil,BRA,1988.0,143627505.0,308333568571.493
10851,Republic of Korea,Summer,1988,Sailing,Open,GOLD,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10853,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10855,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10859,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,Norway,NOR,1988.0,4209488.0,101900260856.222
10860,Republic of Korea,Summer,1988,Sailing,Open,SILVER,GameTeam,Norway,NOR,1988.0,4209488.0,101900260856.222
10861,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
10862,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
10863,Republic of Korea,Summer,1988,Sailing,Open,GOLD,Athlete,Spain,ESP,1988.0,38766939.0,376160409941.437
10865,Republic of Korea,Summer,1988,Sailing,Open,BRONZE,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10866,Republic of Korea,Summer,1988,Sailing,Women,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10867,Republic of Korea,Summer,1988,Sailing,Women,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10868,Republic of Korea,Summer,1988,Sailing,Women,SILVER,GameTeam,Sweden,SWE,1988.0,8436489.0,206986674500.588
10869,Republic of Korea,Summer,1988,Sailing,Women,SILVER,GameTeam,Sweden,SWE,1988.0,8436489.0,206986674500.588
10872,Republic of Korea,Summer,1988,Equestrian Jumping,Open,GOLD,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10873,Republic of Korea,Summer,1988,Equestrian Jumping,Open,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10876,Republic of Korea,Summer,1988,Equestrian Jumping,Open,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10877,Republic of Korea,Summer,1988,Equestrian Jumping,Open,BRONZE,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10883,Republic of Korea,Summer,1988,Shooting,Open,BRONZE,Athlete,Belgium,BEL,1988.0,9901664.0,162299103675.261
10885,Republic of Korea,Summer,1988,Shooting,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10888,Republic of Korea,Summer,1988,Shooting,Men,SILVER,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10890,Republic of Korea,Summer,1988,Shooting,Men,GOLD,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10891,Republic of Korea,Summer,1988,Shooting,Men,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10894,Republic of Korea,Summer,1988,Shooting,Women,SILVER,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10899,Republic of Korea,Summer,1988,Shooting,Men,GOLD,Athlete,Norway,NOR,1988.0,4209488.0,101900260856.222
10900,Republic of Korea,Summer,1988,Shooting,Men,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10905,Republic of Korea,Summer,1988,Shooting,Men,GOLD,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10906,Republic of Korea,Summer,1988,Shooting,Men,SILVER,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10910,Republic of Korea,Summer,1988,Shooting,Open,BRONZE,Athlete,Spain,ESP,1988.0,38766939.0,376160409941.437
10912,Republic of Korea,Summer,1988,Shooting,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10913,Republic of Korea,Summer,1988,Shooting,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10918,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10919,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10922,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10923,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10924,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,Turkey,TUR,1988.0,52053764.0,90852814004.9917
10929,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10932,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10936,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,Finland,FIN,1988.0,4946481.0,109058990760.483
10939,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10942,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10943,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10946,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10947,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10949,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10950,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Norway,NOR,1988.0,4209488.0,101900260856.222
10951,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10952,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10954,Republic of Korea,Summer,1988,Wrestling,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10955,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Finland,FIN,1988.0,4946481.0,109058990760.483
10956,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10961,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10962,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10967,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10970,Republic of Korea,Summer,1988,Wrestling,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10971,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10974,Republic of Korea,Summer,1988,Wrestling,Men,GOLD,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10978,Republic of Korea,Summer,1988,Water Polo,Men,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10980,Republic of Korea,Summer,1988,Handball,Women,GOLD,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10981,Republic of Korea,Summer,1988,Handball,Women,SILVER,GameTeam,Norway,NOR,1988.0,4209488.0,101900260856.222
10984,Republic of Korea,Summer,1988,Handball,Men,SILVER,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10986,Republic of Korea,Summer,1988,Table Tennis,Men,GOLD,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10987,Republic of Korea,Summer,1988,Table Tennis,Men,GOLD,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10990,Republic of Korea,Summer,1988,Table Tennis,Men,BRONZE,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10991,Republic of Korea,Summer,1988,Table Tennis,Men,BRONZE,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10992,Republic of Korea,Summer,1988,Table Tennis,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10993,Republic of Korea,Summer,1988,Table Tennis,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10994,Republic of Korea,Summer,1988,Table Tennis,Men,BRONZE,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10995,Republic of Korea,Summer,1988,Table Tennis,Women,GOLD,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10996,Republic of Korea,Summer,1988,Table Tennis,Women,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10997,Republic of Korea,Summer,1988,Table Tennis,Women,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10998,Republic of Korea,Summer,1988,Table Tennis,Women,GOLD,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10999,Republic of Korea,Summer,1988,Table Tennis,Women,GOLD,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
11000,Republic of Korea,Summer,1988,Table Tennis,Women,SILVER,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
11001,Republic of Korea,Summer,1988,Table Tennis,Women,SILVER,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
11004,Canada,Winter,1988,Ski Jumping,Men,GOLD,Athlete,Finland,FIN,1988.0,4946481.0,109058990760.483
11005,Canada,Winter,1988,Ski Jumping,Men,SILVER,Athlete,Norway,NOR,1988.0,4209488.0,101900260856.222
11007,Canada,Winter,1988,Ski Jumping,Men,GOLD,GameTeam,Finland,FIN,1988.0,4946481.0,109058990760.483
11009,Canada,Winter,1988,Ski Jumping,Men,BRONZE,GameTeam,Norway,NOR,1988.0,4209488.0,101900260856.222
11010,Canada,Winter,1988,Ski Jumping,Men,GOLD,Athlete,Finland,FIN,1988.0,4946481.0,109058990760.483
11013,Canada,Winter,1988,Figure skating,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
11014,Canada,Winter,1988,Figure skating,Men,SILVER,Athlete,Canada,CAN,1988.0,26791747.0,507354351182.254
11020,Canada,Winter,1988,Figure skating,Mixed,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
11021,Canada,Winter,1988,Figure skating,Mixed,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
11026,Canada,Winter,1988,Figure skating,Mixed,BRONZE,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
11027,Canada,Winter,1988,Figure skating,Mixed,BRONZE,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
11029,Canada,Winter,1988,Figure skating,Women,SILVER,Athlete,Canada,CAN,1988.0,26791747.0,507354351182.254
11030,Canada,Winter,1988,Figure skating,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
11032,Canada,Winter,1988,Nordic Combined,Men,SILVER,Athlete,Austria,AUT,1988.0,7585317.0,133339397080.129
11036,Canada,Winter,1988,Nordic Combined,Men,BRONZE,GameTeam,Austria,AUT,1988.0,7585317.0,133339397080.129
11051,Canada,Winter,1988,Speed skating,Men,BRONZE,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
11053,Canada,Winter,1988,Speed skating,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
11054,Canada,Winter,1988,Speed skating,Men,BRONZE,Athlete,Austria,AUT,1988.0,7585317.0,133339397080.129
11055,Canada,Winter,1988,Speed skating,Men,GOLD,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
11064,Canada,Winter,1988,Speed skating,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
